01 
48 9392.946087 43692.853966 4697 1.81852 866624 2697017 50
49 3179.156688 7902.928140 4149 0.853282 176978 481887 48
05 564876.982146 1506019.687208 728351 48.1519 29218121 80811189 60
50 
51 2489013.730040 6861541.441609 3915922 127.543 57344250 114897034 60
52 30470.105147 147292.850448 12474 4.98117 4492808 9013345 54
53 41454.502430 79354.779738 48661 3.08961 1887082 5778620 57
54 173826.689379 357490.464548 89699 11.9087 7605687 22317703 57
55 474040.984300 1835197.150399 385723 282.687 23611225 47981954 65
56 65539.996691 178732.043218 60415 6.67814 4375496 8772586 57
57 1500.442997 8665.331529 1722 0.846296 145132 401208 42
58 919202.376054 1862391.618599 2040010 80.3749 44877895 123595297 56
59 2336.795068 38082.731089 26319 1.09947 317378 609361 51
06 51215.471990 325030.876393 144633 34.87 4873035 9707838 57
60 9684.235050 44362.554999 28342 1.10563 323143 645762 52
61 1392413.904170 4673347.633605 1700178 89.5304 67900317 138311019 58
62 
63 5277.840817 7134.455936 2350 0.960374 422878 879252 46
64 26365.137843 88325.708545 43782 2.04317 1679742 4555752 58
65 152823.702738 604039.567811 76267 22.1335 20643147 56142313 57
66 25217.684800 350759.630306 142896 5.80112 5551364 11079965 52
67 9123.128603 35070.684171 23521 1.43081 1239564 2559031 48
68 718724.471682 1525153.719578 811152 108.953 68388753 185307611 62
69 277657.961093 838029.738001 698305 9.50999 9379990 19937535 51
07 37898.555259 34693.738344 6346 2.26308 1814304 4736546 57
70 54248.709618 278186.576885 111681 5.71147 5287207 14591397 52
71 19324.141655 209803.873413 4336 4.75645 4467821 12075665 54
72 121066.052047 302855.636551 252995 8.44368 10752009 21930405 53
73 7400.806894 42604.504483 26819 1.00952 510612 1055426 45
74 427525.532717 1456540.928305 1070115 38.3109 33994063 69205423 57
75 2054.779915 4637.490728 269 0.742711 178890 478030 50
76 9652.996928 49572.222965 11600 1.65866 1234587 2571036 57
77 67922.463193 245184.620993 155836 3.6562 2362989 4881848 49
78 16659.548184 262930.641532 37659 6.71529 6700870 13959787 58
79 36698.687595 98030.153879 84386 2.58293 2061028 4156642 55
08 4786.099632 40841.835895 20197 1.46556 900989 2425062 53
80 16892.943401 48182.380921 29932 1.12535 590800 1188316 54
81 1578.633428 3484.196679 784 0.78845 43925 131544 43
82 53845.078122 142493.505714 115249 4.51103 4225881 8622636 58
83 10919.831970 23108.761979 28881 1.33664 459637 935685 54
84 
85 68238.453291 322311.786878 36374 10.0381 6781191 20508783 56
86 2118.105566 5579.405748 411 0.843086 141476 301853 45
87 1866.935591 2996.716067 754 3.39055 225680 464703 46
88 29476.714437 152310.730495 71288 4.83854 2900304 8914315 53
89 
09 90937.202433 102158.602255 14791 6.82787 6378821 13251950 53
90 12566.696570 15773.773223 794 1.34802 477992 1449927 51
91 337000.291199 762455.556910 724329 135.866 17992699 35972693 58
92 463316.646555 1138043.664477 83735 50.5057 57038082 115362705 58
93 5711.993976 22011.329632 1817 1.02016 438774 1175835 47
94 2523.492657 11113.536169 2464 0.934723 240186 475768 54
95 
96 14655.852387 56881.280916 1973 1.7128 762884 2254493 50
97 1879.981167 8755.180648 1764 0.883915 166151 463597 45
98 126215.785822 463885.948177 209480 10.4443 6050921 19563082 55
99 36310.223886 90920.620271 8976 4.81616 4605934 12131756 58
